configuration_id,configuration,track,instance_id,family,params,reference_type,reference,valid,objective,relative_quality,source_file,source_sha256,source_line,source_pointer,source_configuration
qwen4,Qwen3.5-4B high,tool-free,lineq-dbd7ed2a31a1,lineq,"{""a"": 3, ""b"": 4, ""n"": 19044}",construction,630,False,0,0.0,bench/results/Qwen_Qwen3.5-4B-think-high@128k#A3.jsonl,b6b6ce6129972039fa8db633de394013731aa3288186a8d44cdd7775f98bffbe,46,,think-high@128k#A3
qwen4,Qwen3.5-4B high,tool-free,lineq-8e24e186040f,lineq,"{""a"": 2, ""b"": 5, ""n"": 18883}",construction,609,True,47,0.07717569786535304,bench/results/Qwen_Qwen3.5-4B-think-high@128k#A3.jsonl,b6b6ce6129972039fa8db633de394013731aa3288186a8d44cdd7775f98bffbe,47,,think-high@128k#A3
qwen4,Qwen3.5-4B high,tool-free,lineq-9920caf37ad6,lineq,"{""a"": 2, ""b"": 3, ""n"": 17965}",construction,523,False,0,0.0,bench/results/Qwen_Qwen3.5-4B-think-high@128k#A3.jsonl,b6b6ce6129972039fa8db633de394013731aa3288186a8d44cdd7775f98bffbe,51,,think-high@128k#A3
qwen4,Qwen3.5-4B high,tool-free,lineq-3e1492fbf38e,lineq,"{""a"": 3, ""b"": 4, ""n"": 13312}",construction,512,False,0,0.0,bench/results/Qwen_Qwen3.5-4B-think-high@128k#A3.jsonl,b6b6ce6129972039fa8db633de394013731aa3288186a8d44cdd7775f98bffbe,48,,think-high@128k#A3
qwen4,Qwen3.5-4B high,tool-free,lineq-4cf345605795,lineq,"{""a"": 3, ""b"": 4, ""n"": 6248}",construction,349,True,3,0.008595988538681949,bench/results/Qwen_Qwen3.5-4B-think-high@128k#A3.jsonl,b6b6ce6129972039fa8db633de394013731aa3288186a8d44cdd7775f98bffbe,49,,think-high@128k#A3
qwen4,Qwen3.5-4B high,tool-free,apfree_q-01c7215e28dc,apfree_q,"{""n"": 6, ""q"": 5}",published,649,True,64,0.09861325115562404,bench/results/Qwen_Qwen3.5-4B-think-high@128k#A3.jsonl,b6b6ce6129972039fa8db633de394013731aa3288186a8d44cdd7775f98bffbe,54,,think-high@128k#A3
qwen4,Qwen3.5-4B high,tool-free,apfree_q-ea15a8323290,apfree_q,"{""n"": 5, ""q"": 5}",published,194,False,0,0.0,bench/results/Qwen_Qwen3.5-4B-think-high@128k#A3.jsonl,b6b6ce6129972039fa8db633de394013731aa3288186a8d44cdd7775f98bffbe,55,,think-high@128k#A3
qwen4,Qwen3.5-4B high,tool-free,mols-9f35e847148f,mols,"{""n"": 14}",published,4,False,0,0.0,bench/results/Qwen_Qwen3.5-4B-think-high@128k#A3.jsonl,b6b6ce6129972039fa8db633de394013731aa3288186a8d44cdd7775f98bffbe,62,,think-high@128k#A3
qwen4,Qwen3.5-4B high,tool-free,mols-7c78ac4f7920,mols,"{""n"": 10}",published,2,False,0,0.0,bench/results/Qwen_Qwen3.5-4B-think-high@128k#A3.jsonl,b6b6ce6129972039fa8db633de394013731aa3288186a8d44cdd7775f98bffbe,63,,think-high@128k#A3
qwen4,Qwen3.5-4B high,tool-free,mols-934e5656a894,mols,"{""n"": 18}",published,5,False,0,0.0,bench/results/Qwen_Qwen3.5-4B-think-high@128k#A3.jsonl,b6b6ce6129972039fa8db633de394013731aa3288186a8d44cdd7775f98bffbe,66,,think-high@128k#A3
qwen4,Qwen3.5-4B high,tool-free,capset-253c1b38c406,capset,"{""d"": 9}",published,1082,False,0,0.0,bench/results/Qwen_Qwen3.5-4B-think-high@128k#A3.jsonl,b6b6ce6129972039fa8db633de394013731aa3288186a8d44cdd7775f98bffbe,65,,think-high@128k#A3
qwen4,Qwen3.5-4B high,tool-free,kissing-a4c5596cf65f,kissing,"{""d"": 13, ""representation"": ""quadratic""}",published,1154,True,312,0.2703639514731369,bench/results/Qwen_Qwen3.5-4B-think-high@128k.kissing-q3.once#A3.jsonl,78c8a480e90c4df66559642d0826802740ee79144c4e6426a109ce550aa3a6ac,1,,think-high@128k.kissing-q3.once#A3
qwen4,Qwen3.5-4B high,tool-free,matmul-857618e58878,matmul,"{""m"": 5, ""n"": 4, ""p"": 5}",published,76,False,0,0.0,bench/results/Qwen_Qwen3.5-4B-think-high@128k#A3.jsonl,b6b6ce6129972039fa8db633de394013731aa3288186a8d44cdd7775f98bffbe,74,,think-high@128k#A3
qwen4,Qwen3.5-4B high,tool-free,degdiam-b8f67d96ee68,degdiam,"{""d"": 6, ""k"": 3}",published,111,True,27,0.24324324324324326,bench/results/Qwen_Qwen3.5-4B-think-high@128k#A3.jsonl,b6b6ce6129972039fa8db633de394013731aa3288186a8d44cdd7775f98bffbe,67,,think-high@128k#A3
qwen4,Qwen3.5-4B high,tool-free,degdiam-708cd938b766,degdiam,"{""d"": 5, ""k"": 4}",published,212,True,15,0.07075471698113207,bench/results/Qwen_Qwen3.5-4B-think-high@128k#A3.jsonl,b6b6ce6129972039fa8db633de394013731aa3288186a8d44cdd7775f98bffbe,68,,think-high@128k#A3
qwen4,Qwen3.5-4B high,tool-free,degdiam-71d28a377ba1,degdiam,"{""d"": 3, ""k"": 6}",published,132,True,22,0.16666666666666666,bench/results/Qwen_Qwen3.5-4B-think-high@128k#A3.jsonl,b6b6ce6129972039fa8db633de394013731aa3288186a8d44cdd7775f98bffbe,70,,think-high@128k#A3
qwen4,Qwen3.5-4B high,tool-free,apfree_q-84ab372c1270,apfree_q,"{""n"": 4, ""q"": 7}",construction,103,True,81,0.7864077669902912,bench/results/Qwen_Qwen3.5-4B-think-high@128k#A3.jsonl,b6b6ce6129972039fa8db633de394013731aa3288186a8d44cdd7775f98bffbe,72,,think-high@128k#A3
qwen4,Qwen3.5-4B high,tool-free,mols-dfb4c3a55793,mols,"{""n"": 15}",published,4,False,0,0.0,bench/results/Qwen_Qwen3.5-4B-think-high@128k#A3.jsonl,b6b6ce6129972039fa8db633de394013731aa3288186a8d44cdd7775f98bffbe,71,,think-high@128k#A3
qwen4,Qwen3.5-4B high,tool-free,mols-5e98497ace6a,mols,"{""n"": 12}",published,5,False,0,0.0,bench/results/Qwen_Qwen3.5-4B-think-high@128k#A3.jsonl,b6b6ce6129972039fa8db633de394013731aa3288186a8d44cdd7775f98bffbe,73,,think-high@128k#A3
qwen4,Qwen3.5-4B high,tool-free,mols-0e29c62754e2,mols,"{""n"": 20}",published,4,False,0,0.0,bench/results/Qwen_Qwen3.5-4B-think-high@128k#A3.jsonl,b6b6ce6129972039fa8db633de394013731aa3288186a8d44cdd7775f98bffbe,75,,think-high@128k#A3
qwen4,Qwen3.5-4B high,tool-free,schur-133b39146db2,schur,"{""k"": 7}",published,1696,False,0,0.0,bench/results/Qwen_Qwen3.5-4B-think-high@128k#A3.jsonl,b6b6ce6129972039fa8db633de394013731aa3288186a8d44cdd7775f98bffbe,76,,think-high@128k#A3
qwen4,Qwen3.5-4B high,tool-free,schur-4f4fcef4287a,schur,"{""k"": 6}",published,536,False,0,0.0,bench/results/Qwen_Qwen3.5-4B-think-high@128k#A3.jsonl,b6b6ce6129972039fa8db633de394013731aa3288186a8d44cdd7775f98bffbe,77,,think-high@128k#A3
qwen4,Qwen3.5-4B high,tool-free,schur-16d4130a2932,schur,"{""k"": 8}",published,5362,False,0,0.0,bench/results/Qwen_Qwen3.5-4B-think-high@128k#A3.jsonl,b6b6ce6129972039fa8db633de394013731aa3288186a8d44cdd7775f98bffbe,80,,think-high@128k#A3
qwen4,Qwen3.5-4B high,tool-free,covering-96b61f7899e7,covering,"{""k"": 7, ""t"": 4, ""v"": 18}",published,126,False,0,0.0,bench/results/Qwen_Qwen3.5-4B-think-high@128k#A3.jsonl,b6b6ce6129972039fa8db633de394013731aa3288186a8d44cdd7775f98bffbe,81,,think-high@128k#A3
qwen4,Qwen3.5-4B high,tool-free,covering-551581f999ca,covering,"{""k"": 6, ""t"": 3, ""v"": 30}",published,225,False,0,0.0,bench/results/Qwen_Qwen3.5-4B-think-high@128k#A3.jsonl,b6b6ce6129972039fa8db633de394013731aa3288186a8d44cdd7775f98bffbe,78,,think-high@128k#A3
qwen4,Qwen3.5-4B high,tool-free,covering-e208a41ac8b5,covering,"{""k"": 6, ""t"": 3, ""v"": 24}",published,116,False,0,0.0,bench/results/Qwen_Qwen3.5-4B-think-high@128k#A3.jsonl,b6b6ce6129972039fa8db633de394013731aa3288186a8d44cdd7775f98bffbe,79,,think-high@128k#A3
qwen4,Qwen3.5-4B high,tool-free,shannon-4d7467466a4c,shannon,"{""d"": 24, ""q"": 7}",construction,1941100559147,True,282429536481,0.14549969353731537,bench/results/Qwen_Qwen3.5-4B-think-high@128k#A3.jsonl,b6b6ce6129972039fa8db633de394013731aa3288186a8d44cdd7775f98bffbe,82,,think-high@128k#A3
qwen4,Qwen3.5-4B high,tool-free,shannon-dbd709082fa3,shannon,"{""d"": 40, ""q"": 7}",construction,329100478707380211841,True,12157665459056928801,0.03694210809661848,bench/results/Qwen_Qwen3.5-4B-think-high@128k#A3.jsonl,b6b6ce6129972039fa8db633de394013731aa3288186a8d44cdd7775f98bffbe,83,,think-high@128k#A3
qwen4,Qwen3.5-4B high,tool-free,shannon-3ba3fb861c12,shannon,"{""d"": 48, ""q"": 9}",construction,3433683820292512484657849089281,True,79228162514264337593543950336,0.02307380838213431,bench/results/Qwen_Qwen3.5-4B-think-high@128k#A3.jsonl,b6b6ce6129972039fa8db633de394013731aa3288186a8d44cdd7775f98bffbe,84,,think-high@128k#A3
qwen4,Qwen3.5-4B high,tool-free,shannon-feb50364a0a8,shannon,"{""d"": 64, ""q"": 9}",construction,47890060730248079154410960106868188422724,True,340282366920938463463374607431768211456,0.00710549040306418,bench/results/Qwen_Qwen3.5-4B-think-high@128k#A3.jsonl,b6b6ce6129972039fa8db633de394013731aa3288186a8d44cdd7775f98bffbe,85,,think-high@128k#A3
qwen4,Qwen3.5-4B high,tool-free,trifference-f9a51728af9d,trifference,"{""m"": 1, ""n"": 64, ""representation"": ""certified""}",construction,19683,False,0,0.0,bench/results/Qwen_Qwen3.5-4B-think-high@128k#T1.jsonl,d2791ae7276825b6baa32e96e8f4ac1a372da10957d4065fc930d08331386c54,1,,think-high@128k#T1
qwen4,Qwen3.5-4B high,tool-free,trifference-0809543b57d9,trifference,"{""m"": 1, ""n"": 96, ""representation"": ""certified""}",construction,531441,False,0,0.0,bench/results/Qwen_Qwen3.5-4B-think-high@128k#T2.jsonl,531d5205bd881a44f67a228daf0c4bd14d914f658588055a3d40bdf927c94ed1,1,,think-high@128k#T2
qwen4,Qwen3.5-4B high,tool-free,trifference-144e830d3cd7,trifference,"{""m"": 1, ""n"": 144, ""representation"": ""certified""}",construction,387420489,False,0,0.0,bench/results/Qwen_Qwen3.5-4B-think-high@128k#T3.jsonl,7ed88c09bd739c67b9b530e84cbdc7bdc43214f1cf5507d673f2d8ca575125fa,1,,think-high@128k#T3
qwen4,Qwen3.5-4B high,tool-free,trifference-2878b90f82e4,trifference,"{""m"": 1, ""n"": 192, ""representation"": ""certified""}",construction,10460353203,False,0,0.0,bench/results/Qwen_Qwen3.5-4B-think-high@128k#T4.jsonl,54e362a1a8f5153e056375d9a0407ce72ae7ac40835b7aa8d6f249adaa29843f,1,,think-high@128k#T4
qwen9,Qwen3.5-9B high,tool-free,capset-e561943a0230,capset,"{""d"": 10}",published,2432,True,1024,0.42105263157894735,bench/results/Qwen_Qwen3.5-9B-think-high@128k#A3.jsonl,aafcaf4b40589e012ababf92769316e81eafa023d68a4759553dd60633082593,4,,think-high@128k#A3
qwen9,Qwen3.5-9B high,tool-free,capset-fb287354fb10,capset,"{""d"": 11}",published,5504,True,2048,0.37209302325581395,bench/results/Qwen_Qwen3.5-9B-think-high@128k#A3.jsonl,aafcaf4b40589e012ababf92769316e81eafa023d68a4759553dd60633082593,1,,think-high@128k#A3
qwen9,Qwen3.5-9B high,tool-free,labs-8e3bca55269d,labs,"{""N"": 280}",construction,5.577689243027889,False,0,0.0,bench/results/Qwen_Qwen3.5-9B-think-high@128k#A3.jsonl,aafcaf4b40589e012ababf92769316e81eafa023d68a4759553dd60633082593,11,,think-high@128k#A3
qwen9,Qwen3.5-9B high,tool-free,labs-0b0c9e75a95d,labs,"{""N"": 375}",construction,5.919058843336981,False,0,0.0,bench/results/Qwen_Qwen3.5-9B-think-high@128k#A3.jsonl,aafcaf4b40589e012ababf92769316e81eafa023d68a4759553dd60633082593,6,,think-high@128k#A3
qwen9,Qwen3.5-9B high,tool-free,labs-69bcd35b5eda,labs,"{""N"": 357}",construction,5.862419503219871,False,0,0.0,bench/results/Qwen_Qwen3.5-9B-think-high@128k#A3.jsonl,aafcaf4b40589e012ababf92769316e81eafa023d68a4759553dd60633082593,12,,think-high@128k#A3
qwen9,Qwen3.5-9B high,tool-free,labs-112648954874,labs,"{""N"": 281}",construction,5.65299255441008,False,0,0.0,bench/results/Qwen_Qwen3.5-9B-think-high@128k#A3.jsonl,aafcaf4b40589e012ababf92769316e81eafa023d68a4759553dd60633082593,7,,think-high@128k#A3
qwen9,Qwen3.5-9B high,tool-free,labs-824c59888322,labs,"{""N"": 240}",construction,5.858421480878763,False,0,0.0,bench/results/Qwen_Qwen3.5-9B-think-high@128k#A3.jsonl,aafcaf4b40589e012ababf92769316e81eafa023d68a4759553dd60633082593,8,,think-high@128k#A3
qwen9,Qwen3.5-9B high,tool-free,heilbronn-c4d41ce5a93d,heilbronn,"{""n"": 46}",construction,0.00047375,False,0,0.0,bench/results/Qwen_Qwen3.5-9B-think-high@128k#A3.jsonl,aafcaf4b40589e012ababf92769316e81eafa023d68a4759553dd60633082593,9,,think-high@128k#A3
qwen9,Qwen3.5-9B high,tool-free,heilbronn-0c621382b805,heilbronn,"{""n"": 26}",construction,0.002620975,False,0,0.0,bench/results/Qwen_Qwen3.5-9B-think-high@128k#A3.jsonl,aafcaf4b40589e012ababf92769316e81eafa023d68a4759553dd60633082593,10,,think-high@128k#A3
qwen9,Qwen3.5-9B high,tool-free,heilbronn-a5c5c8aa2e3f,heilbronn,"{""n"": 40}",construction,0.0006907,True,0.00047738,0.6911539018387143,bench/results/Qwen_Qwen3.5-9B-think-high@128k#A3.jsonl,aafcaf4b40589e012ababf92769316e81eafa023d68a4759553dd60633082593,15,,think-high@128k#A3
qwen9,Qwen3.5-9B high,tool-free,heilbronn-d9588eea537f,heilbronn,"{""n"": 50}",construction,0.0002857,False,0,0.0,bench/results/Qwen_Qwen3.5-9B-think-high@128k#A3.jsonl,aafcaf4b40589e012ababf92769316e81eafa023d68a4759553dd60633082593,14,,think-high@128k#A3
qwen9,Qwen3.5-9B high,tool-free,heilbronn-ce0964a3b547,heilbronn,"{""n"": 48}",construction,0.00037548,True,2.527e-05,0.06730052199850858,bench/results/Qwen_Qwen3.5-9B-think-high@128k#A3.jsonl,aafcaf4b40589e012ababf92769316e81eafa023d68a4759553dd60633082593,16,,think-high@128k#A3
qwen9,Qwen3.5-9B high,tool-free,kissing-7c7466431087,kissing,"{""d"": 14}",published,1932,True,364,0.18840579710144928,bench/results/Qwen_Qwen3.5-9B-think-high@128k#A3.jsonl,aafcaf4b40589e012ababf92769316e81eafa023d68a4759553dd60633082593,13,,think-high@128k#A3
qwen9,Qwen3.5-9B high,tool-free,kissing-0e2702baa0cb,kissing,"{""d"": 15}",published,2564,True,420,0.16380655226209048,bench/results/Qwen_Qwen3.5-9B-think-high@128k#A3.jsonl,aafcaf4b40589e012ababf92769316e81eafa023d68a4759553dd60633082593,17,,think-high@128k#A3
qwen9,Qwen3.5-9B high,tool-free,corners-5c0a651526bb,corners,"{""n"": 138}",construction,3120,False,0,0.0,bench/results/Qwen_Qwen3.5-9B-think-high@128k#A3.jsonl,aafcaf4b40589e012ababf92769316e81eafa023d68a4759553dd60633082593,21,,think-high@128k#A3
qwen9,Qwen3.5-9B high,tool-free,corners-df38f45e8b38,corners,"{""n"": 183}",construction,4698,True,3936,0.8378033205619413,bench/results/Qwen_Qwen3.5-9B-think-high@128k#A3.jsonl,aafcaf4b40589e012ababf92769316e81eafa023d68a4759553dd60633082593,22,,think-high@128k#A3
